"no","code","description","function","authorization"
"1","ORD002","Order Entry Reports Menu","Unselected Pick Tickets","WHSMNGWAND"
"1","ORD002","Order Entry Reports Menu","Unselected Pick Tickets","WHSMNGWAVE"
"1","ORD002","Order Entry Reports Menu","Unselected Pick Tickets","WHSRETURNS"
"1","ORD002","Order Entry Reports Menu","Unselected Pick Tickets","WHSREVIEW1"
"1","ORD002","Order Entry Reports Menu","Unselected Pick Tickets","WHSREVIEW2"
"1","ORD002","Order Entry Reports Menu","Unselected Pick Tickets","WHSSUPVR"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","CISSPEC2"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","CUSTSETUP"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","DATAADMIN"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FCISSPEC2"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FCUSTSETUP"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FDATAADMIN"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FINVMNGT"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FINVMNGT2"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FKOHLHART"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FOESUPR"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FPROGRAMMR"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FPURSPEC"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FPURSUPR"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FPURSUPR2"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FSCHEDSUP2"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FSTUDENTPR"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FTEMPGRP"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FVISTASUP"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FWHSMNGT"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FWHSMNGWAN"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FWHSMNGWAV"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","FWHSRETURN"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","INVMNGT"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","INVMNGT2"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","ITVISTASUP"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","KOHLHART"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","OESUPR"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","PRODOBJ"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","PROGRAMMER"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","PURSPEC"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","PURSUPR"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","PURSUPR2"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","SCHEDSUPR2"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","STUDENTPRF"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","TEMPGRP"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","WHSMNGT"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","WHSMNGWAND"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","WHSMNGWAVE"
"2","ORD002","Order Entry Reports Menu","Ship Complete Orders","WHSRETURNS"
"3","ORD002","Order Entry Reports Menu","Order Edit List","CUSTSETUP"
"3","ORD002","Order Entry Reports Menu","Order Edit List","DATAADMIN"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FCUSTSETUP"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FDATAADMIN"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FINVMNGT"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FINVMNGT2"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FKOHLHART"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FOECLERK"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FOESUPR"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FPROGRAMMR"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FPURSPEC"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FPURSUPR"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FPURSUPR2"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FSTUDENTPR"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FTEMPGRP"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FVISTASUP"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FWHSMNGT"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FWHSMNGWAN"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FWHSMNGWAV"
"3","ORD002","Order Entry Reports Menu","Order Edit List","FWHSRETURN"
"3","ORD002","Order Entry Reports Menu","Order Edit List","INVMNGT"
"3","ORD002","Order Entry Reports Menu","Order Edit List","INVMNGT2"
"3","ORD002","Order Entry Reports Menu","Order Edit List","ITVISTASUP"
"3","ORD002","Order Entry Reports Menu","Order Edit List","KOHLHART"
"3","ORD002","Order Entry Reports Menu","Order Edit List","OECLERK"
"3","ORD002","Order Entry Reports Menu","Order Edit List","OESUPR"
"3","ORD002","Order Entry Reports Menu","Order Edit List","PRODOBJ"
"3","ORD002","Order Entry Reports Menu","Order Edit List","PROGRAMMER"
"3","ORD002","Order Entry Reports Menu","Order Edit List","PURSPEC"
"3","ORD002","Order Entry Reports Menu","Order Edit List","PURSUPR"
"3","ORD002","Order Entry Reports Menu","Order Edit List","PURSUPR2"
"3","ORD002","Order Entry Reports Menu","Order Edit List","STUDENTPRF"
"3","ORD002","Order Entry Reports Menu","Order Edit List","TEMPGRP"
"3","ORD002","Order Entry Reports Menu","Order Edit List","WHSMNGT"
"3","ORD002","Order Entry Reports Menu","Order Edit List","WHSMNGWAND"
"3","ORD002","Order Entry Reports Menu","Order Edit List","WHSMNGWAVE"
"3","ORD002","Order Entry Reports Menu","Order Edit List","WHSRETURNS"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","APCLERK"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","CUSTSETUP"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FAPCLERK"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FCUSTSETUP"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FINVMNGT"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FINVMNGT2"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FKOHLHART"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FPROGRAMMR"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FPURSPEC"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FPURSUPR"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FPURSUPR2"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FTEMPGRP"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FTRAFFIC"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FTRAFFIC2"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FTRAFFIC5"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FVISTASUP"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FWHSLEAD"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FWHSMNGT"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FWHSMNGWAN"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FWHSMNGWAV"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FWHSRETURN"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","FWHSSUPVR"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","INVMNGT"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","INVMNGT2"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","ITVISTASUP"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","KOHLHART"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","PRODOBJ"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","PROGRAMMER"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","PURSPEC"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","PURSUPR"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","PURSUPR2"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","TEMPGRP"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","TRAFFIC"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","TRAFFIC2"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","TRAFFIC5"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","WHSLEAD"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","WHSMNGT"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","WHSMNGWAND"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","WHSMNGWAVE"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","WHSRETURNS"
"4","ORD002","Order Entry Reports Menu","Invoicing Edit List","WHSSUPVR"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","CUSTSETUP"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","DOAPROCESS"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FCUSTSETUP"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FDOAPROCES"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FINVMNGT"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FINVMNGT2"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FKOHLHART"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FPROGRAMMR"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FPURSPEC"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FPURSUPR"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FPURSUPR2"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FTEMPGRP"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FTRAFFIC"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FTRAFFIC2"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FTRAFFIC5"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FVISTASUP"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FWHSLEAD"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FWHSMNGT"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FWHSMNGWAN"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FWHSMNGWAV"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FWHSRETURN"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","FWHSSUPVR"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","INVMNGT"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","INVMNGT2"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","ITVISTASUP"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","KOHLHART"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","PRODOBJ"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","PROGRAMMER"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","PURSPEC"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","PURSUPR"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","PURSUPR2"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","TEMPGRP"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","TRAFFIC"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","TRAFFIC2"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","TRAFFIC5"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","WHSLEAD"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","WHSMNGT"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","WHSMNGWAND"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","WHSMNGWAVE"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","WHSRETURNS"
"5","ORD002","Order Entry Reports Menu","Billing Edit List","WHSSUPVR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","ACCTSUPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","CISSPEC2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","CORPACCTCK"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","CORPACCTV"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","CUSTSETUP"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","DATAADMIN"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","DOAPROCESS"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","EXPPRICE"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FACCTSUPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FCISSPEC2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FCORPACCTC"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FCORPACCTV"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FCUSTSETUP"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FDATAADMIN"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FDOAPROCES"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FEXPPRICE"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FINVMNGT"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FINVMNGT2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FINVSUPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FKOHLHART"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FOESUPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FPROGRAMMR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FPURSPEC"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FPURSUPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FPURSUPR2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FSCHEDSUP2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FSTUDENTPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FTEMPGRP"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FTRAFFIC"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FTRAFFIC2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FTRAFFIC5"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FVISTASUP"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FWHSLEAD"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FWHSMNGT"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FWHSMNGWAN"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FWHSMNGWAV"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FWHSRETURN"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","FWHSSUPVR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","INVMNGT"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","INVMNGT2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","INVSUPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","ITVISTASUP"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","KOHLHART"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","OESUPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","PRODOBJ"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","PROGRAMMER"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","PURSPEC"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","PURSUPR"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","PURSUPR2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","SCHEDSUPR2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","STUDENTPRF"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","TEMPGRP"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","TRAFFIC"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","TRAFFIC2"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","TRAFFIC5"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","WHSLEAD"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","WHSMNGT"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","WHSMNGWAND"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","WHSMNGWAVE"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","WHSRETURNS"
"6","ORD002","Order Entry Reports Menu","Order Status By Item","WHSSUPVR"
"1","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International Freight Terms","DOAPROCESS"
"1","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International Freight Terms","FDOAPROCES"
"1","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International Freight Terms","FPROGRAMMR"
"1","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International Freight Terms","KOHLHART"
"1","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International Freight Terms","PROGRAMMER"
"2","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International INCO Terms","DOAPROCESS"
"2","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International INCO Terms","FDOAPROCES"
"2","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International INCO Terms","FPROGRAMMR"
"2","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International INCO Terms","KOHLHART"
"2","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","International INCO Terms","PROGRAMMER"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","DOAPROCESS"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","FDOAPROCES"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","FPROGRAMMR"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","FPSGORDOPS"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","FPSGORDOP1"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","KOHLHART"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","PROGRAMMER"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","PSGORDOPS"
"3","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. File Maint.","PSGORDOPS1"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","DOAPROCESS"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","FDOAPROCES"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","FINVMNGT2"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","FPROGRAMMR"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","INVMNGT2"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","KOHLHART"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","PRODOBJ"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","PROGRAMMER"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","PSGORDOPS"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","PURSUPR"
"4","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Constrained Prod. Allocation","PURSUPR2"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","DOAPROCESS"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","FDOAPROCES"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","FOESUPR"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","FPROGRAMMR"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","FSCHEDSUP2"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","KOHLHART"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","OESUPR"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","PRODOBJ"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","PROGRAMMER"
"5","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Transfer Orders","SCHEDSUPR2"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","DOAPROCESS"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","FDOAPROCES"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","FOECLERK"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","FOESUPR"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","FPROGRAMMR"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","FTELESALES"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","KOHLHART"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","OECLERK"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","OESUPR"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","PROGRAMMER"
"6","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","EMail Reply - To Maint","TELESALES"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","FINVMNGT"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","FINVMNGT2"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","FPROGRAMMR"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","FWHSMNGT"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","FWHSMNGWAV"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","INVMNGT"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","INVMNGT2"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","PROGRAMMER"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","WHSMNGT"
"7","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Ord Slct Ship Excpt Ovrd Users","WHSMNGWAVE"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","DOAPROCESS"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FDOAPROCES"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FOECLERK"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FOESUPR"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FPROGRAMMR"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FSCHEDSUP2"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FSTUDENTPR"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FTRAFFIC"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FTRAFFIC5"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","FWHSRETURN"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","KOHLHART"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","OECLERK"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","OESUPR"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","PRODOBJ"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","PROGRAMMER"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","SCHEDSUPR2"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","STUDENTPRF"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","TRAFFIC"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","TRAFFIC5"
"8","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Call Tag Inquiry","WHSRETURNS"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","DOAPROCESS"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FDOAPROCES"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FOECLERK"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FOESUPR"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FPROGRAMMR"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FSCHEDSUP2"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FSTUDENTPR"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FTRAFFIC"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FTRAFFIC5"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","FWHSRETURN"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","KOHLHART"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","OECLERK"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","OESUPR"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","PRODOBJ"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","PROGRAMMER"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","SCHEDSUPR2"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","STUDENTPRF"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","TRAFFIC"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","TRAFFIC5"
